score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,актуальность,needs_email,email,contact_name,stage
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1400.0 nan PROSPECT RIDGE DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2602669,"1400.0 nan PROSPECT RIDGE DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family — New four story, 36322 sq ft, 27-unit multifamily building. with attached garages. Type V-A. Energy = Component/Comcheck",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 3831.0 nan LE FEVER DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2602193,"3831.0 nan LE FEVER DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 2 units — Construction of a 3 story multi-family building, 33,307 sq. ft. with 36 dwelling units on post tension slab. S",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 5608.0 nan CONDOR DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B0302951,"5608.0 nan CONDOR DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family — NEW 6-PLEX CONDO UNIT SLAB ON GRADE

JOB CONTACT - DANIEL JESSEN        BLOWER DOOR PER 12/15
reviewed by russ hovland",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 3831.0 nan LE FEVER DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2602258,"3831.0 nan LE FEVER DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family — Construction of a 3 story multi-family building, 25,257 sq. ft.  with 24 dwelling units on post tension slab.  Stock Pl",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1155.0 nan CROWNE LN, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2501838,"1155.0 nan CROWNE LN, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 49 units — Update 3/12/2026: Unit sq ft have changed on sheet A00.20 for fee purposes. Radon system changed to gas mat w",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
81,Hot,Call today,"commercial project, budget $500,000, hotel — high stone demand","Hi nan,

We noticed your project at 1108.0 nan OAK PARK DR, Fort Collins, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏨"", ""found"": ""Inn"", ""points"": 20, ""matched"": true}], ""raw_score"": 81, ""final_score"": 81, ""clamped"": false}",B2308835,"1108.0 nan OAK PARK DR, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Remodel of existing 'Residence Inn' to include; carpet and wall vinyl replacement in guestrooms. Tub to shower convers,,,hotel,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
77,Hot,Call today,"commercial project, budget $1.9M, new construction","Hi Christofferson Commercial Builders Inc,

We saw your project at 9111 E 40th AVE 6 BLDG, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$1,900,000"", ""points"": 10, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 77, ""final_score"": 77, ""clamped"": false}",2025-COMMCON-0000826,"9111 E 40th AVE 6 BLDG, Denver, CO",Commercial,1900000,New Building — Central Park neighborhood,Christofferson Commercial Builders Inc,2025-10-02,commercial,New Construction,"Denver, CO",Denver,Medium,True,,,
77,Hot,Call today,"commercial project, budget $1.9M, new construction","Hi Spectrum General Contractors Inc,

We saw your project at 299 N Fillmore ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$1,900,000"", ""points"": 10, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 77, ""final_score"": 77, ""clamped"": false}",2024-COMMCON-0000367,"299 N Fillmore ST, Denver, CO",Commercial,1900000,Addition — Cherry Creek neighborhood,Spectrum General Contractors Inc,2025-09-12,office,New Construction,"Denver, CO",Denver,Medium,True,,,
77,Hot,Call today,"commercial project, budget $2.1M, new construction, multifamily — high volume","Hi 303 Development Llc,

We came across your project at 4801 W 10th AVE, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$2,066,462"", ""points"": 10, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 77, ""final_score"": 77, ""clamped"": false}",2023-COMMCON-0001029,"4801 W 10th AVE, Denver, CO",Commercial,2066462,"New Building — Villa Park neighborhood, 23.0 units",303 Development Llc,2025-10-30,multifamily,New Construction,"Denver, CO",Denver,Medium,True,,,
77,Hot,Call today,"commercial project, budget $2.0M, new construction, multifamily — high volume","Hi Landmark Construction Solutions,

We came across your project at 18274 E 58th AVE 1 BLDG, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$1,951,565"", ""points"": 10, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 77, ""final_score"": 77, ""clamped"": false}",2025-COMMCON-0001479,"18274 E 58th AVE 1 BLDG, Denver, CO",Commercial,1951565,"New Building — DIA neighborhood, 24.0 units",Landmark Construction Solutions,2026-04-06,multifamily,New Construction,"Denver, CO",Denver,Very High,True,,,
